"timeStamp","surroundings_IR_Left","surroundings_IR_Right","surroundings_UltraSonic","pose2D_x","pose2D_y","pose2D_theta","pose2D_linearVelocity","pose2D_angularVelocity","baseTick_left","baseTick_right","wheelSpeed_SpeedLeft","wheelSpeed_SpeedRight","headPoseWorld_roll","headPoseWorld_pitch","headPoseWorld_yaw","headPoseJoint_roll","headPoseJoint_pitch","headPoseJoint_yaw","baseImu_roll","baseImu_pitch","baseImu_yaw","fishEyeTf_tx","fishEyeTf_ty","fishEyeTf_tz","fishEyeTf_roll","fishEyeTf_pitch","fishEyeTf_yaw","colorTf_tx","colorTf_ty","colorTf_tz","colorTf_roll","colorTf_pitch","colorTf_yaw","depthTf_tx","depthTf_ty","depthTf_tz","depthTf_roll","depthTf_pitch","depthTf_yaw","fishEyeIndex","colorIndex","depthIndex"
"1589396985022","1868","1353","1500","-39.618793","4.647968","-2.895428","0.024901856","0.005096398","34359","34862","165.0","179.0","-0.51496804","1.3515753","0.0","0.0","1.3457255","0.03298864","0.03662491","2.876302E-4","-0.72300637","-0.056332596","-0.045653675","-0.52911","-0.032702245","0.06480707","0.014197793","-0.056332596","0.042396326","-0.52911","-0.032702245","0.06480707","0.014197793","-0.056332596","-0.01604367","-0.52911","-0.032702245","0.06480707","0.014197793","0","6513510115585","6513575926105"
"1589396985027","1868","1353","1500","-39.618793","4.647968","-2.895428","0.02241167","0.004586758","34359","34862","165.0","179.0","-0.51496804","1.3515753","0.0","0.0","1.3457255","0.03298864","0.03662491","2.876302E-4","-0.72300637","-0.056332596","-0.045653675","-0.52911","-0.032702245","0.06480707","0.014197793","-0.056332596","0.042396326","-0.52911","-0.032702245","0.06480707","0.014197793","-0.056332596","-0.01604367","-0.52911","-0.032702245","0.06480707","0.014197793","0","6513510115585","6513575926105"
"1589396985034","1868","1353","1500","-39.618793","4.647968","-2.895428","0.02241167","0.004586758","34359","34862","165.0","179.0","-0.51496804","1.3515753","0.0","0.0","1.3460132","0.03298864","0.03662491","2.876302E-4","-0.72300637","-0.056332596","-0.045653675","-0.52911","-0.032702245","0.06480707","0.014197793","-0.056332596","0.042396326","-0.52911","-0.032702245","0.06480707","0.014197793","-0.056332596","-0.01604367","-0.52911","-0.032702245","0.06480707","0.014197793","0","6513510115585","6513575926105"
"1589396985039","1868","1353","1500","-39.618793","4.647968","-2.895428","0.02241167","0.004586758","34359","34862","165.0","179.0","-0.51496804","1.3515753","0.0","0.0","1.3460132","0.03298864","0.03662491","3.835069E-4","-0.7227188","-0.056332596","-0.045653675","-0.52911","-0.032666367","0.0650259","0.01474645","-0.056332596","0.042396326","-0.52911","-0.032666367","0.0650259","0.01474645","-0.056332596","-0.01604367","-0.52911","-0.032666367","0.0650259","0.01474645","0","6513510115585","6513575926105"
"1589396985045","1868","1353","1500","-39.618793","4.647968","-2.895428","0.02241167","0.004586758","34359","34862","165.0","179.0","-0.51496804","1.3515753","0.0","0.0","1.3460132","0.03298864","0.03662491","3.835069E-4","-0.7227188","-0.056332596","-0.045653675","-0.52911","-0.032666367","0.0650259","0.01474645","-0.056332596","0.042396326","-0.52911","-0.032666367","0.0650259","0.01474645","-0.056332596","-0.01604367","-0.52911","-0.032666367","0.0650259","0.01474645","0","6513510115585","6513575926105"
"1589396985051","1868","1353","1500","-39.618793","4.647968","-2.895428","0.02241167","0.004586758","34359","34862","165.0","179.0","-0.5144885","1.351","0.0","0.0","1.3460132","0.03298864","0.036720786","3.835069E-4","-0.7227188","-0.056332815","-0.045660276","-0.52911","-0.032174416","0.06501866","0.014778412","-0.056332815","0.042389724","-0.52911","-0.032174416","0.06501866","0.014778412","-0.056332815","-0.016050275","-0.52911","-0.032174416","0.06501866","0.014778412","0","6513510115585","6513575926105"
"1589396985056","1868","1353","1500","-39.618793","4.647968","-2.895428","0.02241167","0.004586758","34359","34862","165.0","179.0","-0.5144885","1.351","0.0","0.0","1.3460132","0.03202967","0.036720786","3.835069E-4","-0.7227188","-0.056332815","-0.045660276","-0.52911","-0.032174416","0.06501866","0.014778412","-0.056332815","0.042389724","-0.52911","-0.032174416","0.06501866","0.014778412","-0.056332815","-0.016050275","-0.52911","-0.032174416","0.06501866","0.014778412","0","6513510115585","6513575926105"
"1589396985059","1879","1369","1500","-39.618793","4.647968","-2.895428","0.02241167","0.004586758","34359","34862","165.0","179.0","-0.5144885","1.351","0.0","0.0","1.3460132","0.03202967","0.036720786","3.835069E-4","-0.7227188","-0.056332815","-0.045660276","-0.52911","-0.032174416","0.06501866","0.014778412","-0.056332815","0.042389724","-0.52911","-0.032174416","0.06501866","0.014778412","-0.056332815","-0.016050275","-0.52911","-0.032174416","0.06501866","0.014778412","0","6513510115585","6513575926105"
"1589396985071","1879","1369","1500","-39.618793","4.647968","-2.895428","0.02241167","0.004586758","34359","34862","165.0","179.0","-0.5144885","1.351","0.0","0.0","1.3460132","0.03202967","0.036720786","3.835069E-4","-0.7227188","-0.056332815","-0.045660276","-0.52911","-0.032174416","0.06501866","0.014778412","-0.056332815","0.042389724","-0.52911","-0.032174416","0.06501866","0.014778412","-0.056332815","-0.016050275","-0.52911","-0.032174416","0.06501866","0.014778412","0","6513510115585","6519958572680"
"1589396985079","1879","1369","1500","-39.618793","4.647968","-2.895428","0.020170504","0.004128082","34359","34862","165.0","179.0","-0.5144885","1.351","0.0","0.0","1.3460132","0.03202967","0.036720786","3.835069E-4","-0.7227188","-0.05633323","-0.045673177","-0.52911","-0.031202473","0.06496724","0.01501171","-0.05633323","0.042376824","-0.52911","-0.031202473","0.06496724","0.01501171","-0.05633323","-0.016063174","-0.52911","-0.031202473","0.06496724","0.01501171","0","6513510115585","6519958572680"
"1589396985088","1879","1369","1500","-39.618793","4.647968","-2.895428","0.020170504","0.004128082","34359","34862","165.0","179.0","-0.5144885","1.351","0.0","0.0","1.346301","0.03202967","0.036720786","2.876302E-4","-0.7222394","-0.05633323","-0.045673177","-0.52911","-0.031221002","0.064816445","0.014728077","-0.05633323","0.042376824","-0.52911","-0.031221002","0.064816445","0.014728077","-0.05633323","-0.016063174","-0.52911","-0.031221002","0.064816445","0.014728077","0","6513510115585","6519958572680"
"1589396985093","1879","1369","1500","-39.618793","4.647968","-2.895428","0.020170504","0.004128082","34359","34862","165.0","179.0","-0.5144885","1.351","0.0","0.0","1.346301","0.03202967","0.036720786","2.876302E-4","-0.7222394","-0.05633323","-0.045673177","-0.52911","-0.031221002","0.064816445","0.014728077","-0.05633323","0.042376824","-0.52911","-0.031221002","0.064816445","0.014728077","-0.05633323","-0.016063174","-0.52911","-0.031221002","0.064816445","0.014728077","6519992612850","6513510115585","6519958572680"
"1589396985101","1879","1369","1500","-39.618793","4.647968","-2.895428","0.020170504","0.004128082","34359","34862","165.0","179.0","-0.5124747","1.3504245","0.0","0.0","1.346301","0.03202967","0.036720786","2.876302E-4","-0.7222394","-0.05633323","-0.045673177","-0.52911","-0.031221002","0.064816445","0.014728077","-0.056333072","0.04238178","-0.52911","-0.031589963","0.06482186","0.014704182","-0.056333072","-0.01605822","-0.52911","-0.031589963","0.06482186","0.014704182","6519992612850","6513510115585","6520024351146"
"1589396985106","1879","1369","1500","-39.618793","4.647968","-2.895428","0.020170504","0.004128082","34359","34862","165.0","179.0","-0.5124747","1.3504245","0.0","0.0","1.346301","0.032221463","0.036720786","2.876302E-4","-0.7222394","-0.056333072","-0.045668222","-0.52911","-0.031589963","0.06482186","0.014704182","-0.056333072","0.04238178","-0.52911","-0.031589963","0.06482186","0.014704182","-0.056333072","-0.01605822","-0.52911","-0.031589963","0.06482186","0.014704182","6519992612850","6513510115585","6520024351146"
"1589396985120","1879","1369","1500","-39.618793","4.647968","-2.895428","0.020170504","0.004128082","34359","34862","165.0","179.0","-0.5124747","1.3504245","0.0","0.0","1.346301","0.032221463","0.036720786","2.876302E-4","-0.7222394","-0.056333072","-0.045668222","-0.52911","-0.031589963","0.06482186","0.014704182","-0.056333072","0.04238178","-0.52911","-0.031589963","0.06482186","0.014704182","-0.056333072","-0.01605822","-0.52911","-0.031589963","0.06482186","0.014704182","6519992612850","6513510115585","6520024351146"
"1589396985126","1879","1369","1500","-39.618793","4.647968","-2.895428","0.020170504","0.004128082","34359","34862","165.0","179.0","-0.5124747","1.3504245","0.0","0.0","1.346301","0.032221463","0.036720786","2.876302E-4","-0.7222394","-0.056332987","-0.045665644","-0.52911","-0.03179745","0.064571895","0.014457578","-0.056332987","0.042384356","-0.52911","-0.03179745","0.064571895","0.014457578","-0.056332987","-0.01605564","-0.52911","-0.03179745","0.064571895","0.014457578","6519992612850","6513510115585","6520024351146"
"1589396985134","1879","1369","1500","-39.618793","4.647968","-2.895428","0.018153453","0.003715274","34359","34862","165.0","179.0","-0.5124747","1.3504245","0.0","0.0","1.346301","0.032221463","0.036720786","2.876302E-4","-0.7222394","-0.056332987","-0.045665644","-0.52911","-0.03179745","0.064571895","0.014457578","-0.056332987","0.042384356","-0.52911","-0.03179745","0.064571895","0.014457578","-0.056332987","-0.01605564","-0.52911","-0.03179745","0.064571895","0.014457578","6519992612850","6519958572680","6520024351146"
"1589396985139","1879","1369","1500","-39.618793","4.647968","-2.895428","0.018153453","0.003715274","34359","34862","165.0","179.0","-0.5124747","1.3504245","0.0","0.0","1.3452461","0.032221463","0.036720786","9.587673E-5","-0.72166413","-0.056332987","-0.045665644","-0.52911","-0.03179758","0.06512313","0.014452546","-0.056332987","0.042384356","-0.52911","-0.03179758","0.06512313","0.014452546","-0.056332987","-0.01605564","-0.52911","-0.03179758","0.06512313","0.014452546","6519992612850","6519958572680","6520057244750"
"1589396985144","1879","1369","1500","-39.618793","4.647968","-2.895428","0.018153453","0.003715274","34359","34862","165.0","179.0","-0.5124747","1.3504245","0.0","0.0","1.3452461","0.032221463","0.036720786","9.587673E-5","-0.72166413","-0.056332987","-0.045665644","-0.52911","-0.03179758","0.06512313","0.014452546","-0.056332987","0.042384356","-0.52911","-0.03179758","0.06512313","0.014452546","-0.056332987","-0.01605564","-0.52911","-0.03179758","0.06512313","0.014452546","6519992612850","6519958572680","6520057244750"
"1589396985159","1884","1372","1500","-39.618793","4.647968","-2.895428","0.018153453","0.003715274","34359","34862","165.0","179.0","-0.51017314","1.3498491","0.0","0.0","1.3452461","0.035961453","0.036816664","9.587673E-5","-0.72166413","-0.056332488","-0.04565037","-0.52911","-0.03293525","0.0651395","0.01437851","-0.056332488","0.04239963","-0.52911","-0.03293525","0.0651395","0.01437851","-0.056332488","-0.01604037","-0.52911","-0.03293525","0.0651395","0.01437851","6520091300699","6519958572680","6520057244750"
"1589396985164","1884","1372","1500","-39.618793","4.647968","-2.895428","0.018153453","0.003715274","34359","34862","165.0","179.0","-0.51017314","1.3498491","0.0","0.0","1.3452461","0.035961453","0.036816664","9.587673E-5","-0.72166413","-0.056332488","-0.04565037","-0.52911","-0.03293525","0.0651395","0.01437851","-0.056332488","0.04239963","-0.52911","-0.03293525","0.0651395","0.01437851","-0.056332488","-0.01604037","-0.52911","-0.03293525","0.0651395","0.01437851","6520091300699","6519958572680","6520057244750"
"1589396985173","1884","1372","1500","-39.618793","4.647968","-2.895428","0.018153453","0.003715274","34359","34862","165.0","179.0","-0.51017314","1.3498491","0.0","0.0","1.3452461","0.035961453","0.036816664","9.587673E-5","-0.72166413","-0.056332488","-0.04565037","-0.52911","-0.03293525","0.0651395","0.01437851","-0.056332488","0.04239963","-0.52911","-0.03293525","0.0651395","0.01437851","-0.056332488","-0.01604037","-0.52911","-0.03293525","0.0651395","0.01437851","6520091300699","6519958572680","6520090142973"
"1589396985189","1884","1372","1500","-39.618793","4.647968","-2.895428","0.018153453","0.003715274","34359","34862","165.0","179.0","-0.51017314","1.3498491","0.0","0.0","1.3452461","0.035961453","0.036816664","3.835069E-4","-0.7210888","-0.05633071","-0.045600075","-0.52911","-0.03666696","0.06507348","0.014377318","-0.05633071","0.042449925","-0.52911","-0.03666696","0.06507348","0.014377318","-0.05633071","-0.015990071","-0.52911","-0.03666696","0.06507348","0.014377318","6520091300699","6519958572680","6520090142973"
"1589396985193","1884","1372","1500","-39.618793","4.647968","-2.895428","0.016338108","0.0033437465","34359","34862","165.0","179.0","-0.51017314","1.3498491","0.0","0.0","1.3447666","0.035961453","0.036816664","3.835069E-4","-0.7210888","-0.05633071","-0.045600075","-0.52911","-0.03666696","0.06507348","0.014377318","-0.05633071","0.042449925","-0.52911","-0.03666696","0.06507348","0.014377318","-0.05633071","-0.015990071","-0.52911","-0.03666696","0.06507348","0.014377318","6520091300699","6519958572680","6520090142973"
"1589396985199","1884","1372","1500","-39.618793","4.647968","-2.895428","0.016338108","0.0033437465","34359","34862","165.0","179.0","-0.5075839","1.3491778","0.0","0.0","1.3447666","0.035961453","0.036816664","3.835069E-4","-0.7210888","-0.05633071","-0.045600075","-0.52911","-0.03666696","0.06507348","0.014377318","-0.05633071","0.042449925","-0.52911","-0.03666696","0.06507348","0.014377318","-0.05633071","-0.015990071","-0.52911","-0.03666696","0.06507348","0.014377318","6520091300699","6519958572680","6520090142973"
"1589396985206","1884","1372","1500","-39.618793","4.647968","-2.895428","0.016338108","0.0033437465","34359","34862","165.0","179.0","-0.5075839","1.3491778","0.0","0.0","1.3447666","0.040085033","0.036816664","3.835069E-4","-0.7210888","-0.05633065","-0.04559842","-0.52911","-0.036789946","0.06507524","0.014369321","-0.05633065","0.04245158","-0.52911","-0.036789946","0.06507524","0.014369321","-0.05633065","-0.01598842","-0.52911","-0.036789946","0.06507524","0.014369321","6520091300699","6519958572680","6520123040452"
"1589396985226","1884","1372","1500","-39.618793","4.647968","-2.895428","0.016338108","0.0033437465","34359","34862","165.0","179.0","-0.5075839","1.3491778","0.0","0.0","1.3447666","0.040085033","0.036816664","3.835069E-4","-0.7210888","-0.05633065","-0.04559842","-0.52911","-0.036789946","0.06507524","0.014369321","-0.05633065","0.04245158","-0.52911","-0.036789946","0.06507524","0.014369321","-0.05633065","-0.01598842","-0.52911","-0.036789946","0.06507524","0.014369321","6520157087721","6519958572680","6520123040452"
"1589396985236","1884","1372","1500","-39.618793","4.647968","-2.895428","0.016338108","0.0033437465","34359","34862","165.0","179.0","-0.5075839","1.3491778","0.0","0.0","1.3437117","0.040085033","0.036816664","3.835069E-4","-0.72070533","-0.056328468","-0.045542974","-0.52911","-0.040869407","0.065213196","0.014903202","-0.056328468","0.042507026","-0.52911","-0.040869407","0.065213196","0.014903202","-0.056328468","-0.015932972","-0.52911","-0.040869407","0.065213196","0.014903202","6520157087721","6519958572680","6520155938241"
