"timeStamp","surroundings_IR_Left","surroundings_IR_Right","surroundings_UltraSonic","pose2D_x","pose2D_y","pose2D_theta","pose2D_linearVelocity","pose2D_angularVelocity","baseTick_left","baseTick_right","wheelSpeed_SpeedLeft","wheelSpeed_SpeedRight","headPoseWorld_roll","headPoseWorld_pitch","headPoseWorld_yaw","headPoseJoint_roll","headPoseJoint_pitch","headPoseJoint_yaw","baseImu_roll","baseImu_pitch","baseImu_yaw","fishEyeTf_tx","fishEyeTf_ty","fishEyeTf_tz","fishEyeTf_roll","fishEyeTf_pitch","fishEyeTf_yaw","colorTf_tx","colorTf_ty","colorTf_tz","colorTf_roll","colorTf_pitch","colorTf_yaw","depthTf_tx","depthTf_ty","depthTf_tz","depthTf_roll","depthTf_pitch","depthTf_yaw","fishEyeIndex","colorIndex","depthIndex"
"1589396926986","1905","1421","1500","-33.686943","10.079084","-2.7216983","0.012042513","0.038705762","23597","24109","0.0","190.0","-0.5086388","1.348123","0.0","0.0","1.3279846","0.078923404","0.03566614","3.835069E-4","-1.5648999","-0.056295376","-0.04500492","-0.52911","-0.08079086","0.0615059","0.021975717","-0.056295376","0.04304508","-0.52911","-0.08079086","0.0615059","0.021975717","-0.056295376","-0.015394919","-0.52911","-0.08079086","0.0615059","0.021975717","0","6392427745375","6392427745375"
"1589396926992","1905","1421","1500","-33.686943","10.079084","-2.7216983","0.012042513","0.038705762","23597","24109","0.0","190.0","-0.5086388","1.348123","0.0","0.0","1.3279846","0.078923404","0.03566614","3.835069E-4","-1.5648999","-0.056295376","-0.04500492","-0.52911","-0.08079086","0.0615059","0.021975717","-0.056295376","0.04304508","-0.52911","-0.08079086","0.0615059","0.021975717","-0.056295376","-0.015394919","-0.52911","-0.08079086","0.0615059","0.021975717","0","6392427745375","6392427745375"
"1589396926996","1905","1421","1500","-33.686943","10.079084","-2.7216983","0.012042513","0.038705762","23597","24109","0.0","190.0","-0.50691265","1.3483148","0.0","0.0","1.3279846","0.078923404","0.03566614","3.835069E-4","-1.5648999","-0.056295376","-0.04500492","-0.52911","-0.08079086","0.0615059","0.021975717","-0.056295376","0.04304508","-0.52911","-0.08079086","0.0615059","0.021975717","-0.056295376","-0.015394919","-0.52911","-0.08079086","0.0615059","0.021975717","0","6392427745375","6392427745375"
"1589396927000","1905","1421","1500","-33.686943","10.079084","-2.7216983","0.012042513","0.038705762","23597","24109","0.0","190.0","-0.50691265","1.3483148","0.0","0.0","1.3279846","0.078923404","0.035570264","3.835069E-4","-1.5648999","-0.056295376","-0.04500492","-0.52911","-0.08079086","0.0615059","0.021975717","-0.056295376","0.04304508","-0.52911","-0.08079086","0.0615059","0.021975717","-0.056295376","-0.015394919","-0.52911","-0.08079086","0.0615059","0.021975717","0","6392427745375","6392427745375"
"1589396927023","1905","1421","1500","-33.686943","10.079084","-2.7216983","0.012042513","0.038705762","23597","24109","0.0","190.0","-0.50691265","1.3483148","0.0","0.0","1.3279846","0.07681367","0.035570264","3.835069E-4","-1.5648999","-0.05629871","-0.04504653","-0.52911","-0.077681385","0.061437458","0.022166567","-0.05629871","0.04300347","-0.52911","-0.077681385","0.061437458","0.022166567","-0.05629871","-0.015436528","-0.52911","-0.077681385","0.061437458","0.022166567","0","6392427745375","6392427745375"
"1589396927028","1905","1421","1500","-33.69507","10.075456","-2.7216983","0.02864062","0.034835186","23597","24109","0.0","190.0","-0.50691265","1.3483148","0.0","0.0","1.3279846","0.07681367","0.035570264","3.835069E-4","-1.5648999","-0.056300946","-0.045075413","-0.52911","-0.07543665","0.061197408","0.02371611","-0.056300946","0.042974588","-0.52911","-0.07543665","0.061197408","0.02371611","-0.056300946","-0.015465412","-0.52911","-0.07543665","0.061197408","0.02371611","0","6392427745375","6392427745375"
"1589396927040","1905","1421","1500","-33.69507","10.075456","-2.7216983","0.02864062","0.034835186","23597","24109","0.0","190.0","-0.50691265","1.3483148","0.0","0.0","1.3286558","0.07681367","0.035570264","6.7113707E-4","-1.5644206","-0.056300946","-0.045075413","-0.52911","-0.07547892","0.06109321","0.0230284","-0.056300946","0.042974588","-0.52911","-0.07547892","0.06109321","0.0230284","-0.056300946","-0.015465412","-0.52911","-0.07547892","0.06109321","0.0230284","0","6392427745375","6462644110615"
"1589396927050","1905","1421","1500","-33.69507","10.075456","-2.7216983","0.02864062","0.034835186","23597","24109","0.0","190.0","-0.50585777","1.348986","0.0","0.0","1.3286558","0.07681367","0.035570264","6.7113707E-4","-1.5644206","-0.056300946","-0.045075413","-0.52911","-0.07547892","0.06109321","0.0230284","-0.056300946","0.042974588","-0.52911","-0.07547892","0.06109321","0.0230284","-0.056300946","-0.015465412","-0.52911","-0.07547892","0.06109321","0.0230284","0","6392427745375","6462644110615"
"1589396927054","1905","1421","1500","-33.69507","10.075456","-2.7216983","0.02864062","0.034835186","23597","24109","0.0","190.0","-0.50585777","1.348986","0.0","0.0","1.3286558","0.07336137","0.035570264","6.7113707E-4","-1.5644206","-0.0563013","-0.045080043","-0.52911","-0.07513323","0.061085265","0.023049487","-0.0563013","0.042969957","-0.52911","-0.07513323","0.061085265","0.023049487","-0.0563013","-0.01547004","-0.52911","-0.07513323","0.061085265","0.023049487","0","6392427745375","6462644110615"
"1589396927057","1898","1415","1500","-33.69507","10.075456","-2.7216983","0.02864062","0.034835186","23597","24109","0.0","190.0","-0.50585777","1.348986","0.0","0.0","1.3286558","0.07336137","0.035570264","6.7113707E-4","-1.5644206","-0.0563013","-0.045080043","-0.52911","-0.07513323","0.061085265","0.023049487","-0.0563013","0.042969957","-0.52911","-0.07513323","0.061085265","0.023049487","-0.0563013","-0.01547004","-0.52911","-0.07513323","0.061085265","0.023049487","6462678179770","6392427745375","6462677030011"
