"timeStamp","surroundings_IR_Left","surroundings_IR_Right","surroundings_UltraSonic","pose2D_x","pose2D_y","pose2D_theta","pose2D_linearVelocity","pose2D_angularVelocity","baseTick_left","baseTick_right","wheelSpeed_SpeedLeft","wheelSpeed_SpeedRight","headPoseWorld_roll","headPoseWorld_pitch","headPoseWorld_yaw","headPoseJoint_roll","headPoseJoint_pitch","headPoseJoint_yaw","baseImu_roll","baseImu_pitch","baseImu_yaw","fishEyeTf_tx","fishEyeTf_ty","fishEyeTf_tz","fishEyeTf_roll","fishEyeTf_pitch","fishEyeTf_yaw","colorTf_tx","colorTf_ty","colorTf_tz","colorTf_roll","colorTf_pitch","colorTf_yaw","depthTf_tx","depthTf_ty","depthTf_tz","depthTf_roll","depthTf_pitch","depthTf_yaw","fishEyeIndex","colorIndex","depthIndex"
"1589397045636","1924","1472","1500","-46.363182","13.677263","3.0885246","-0.009516629","0.028475538","46139","46301","-197.0","-135.0","-0.56166995","1.3534932","0.0","0.0","1.3505204","0.083142884","0.03652903","0.0011505208","0.10603966","-0.056293435","-0.044981398","-0.52911","-0.083342806","0.06593756","-0.0061944136","-0.056293435","0.043068603","-0.52911","-0.083342806","0.06593756","-0.0061944136","-0.056293435","-0.015371394","-0.52911","-0.083342806","0.06593756","-0.0061944136","0","6571036981652","0"
"1589397045644","1924","1472","1500","-46.363182","13.677263","3.0885246","-0.008564967","0.025627984","46139","46301","-197.0","-135.0","-0.56166995","1.3534932","0.0","0.0","1.3505204","0.083142884","0.03652903","0.0026845483","0.10460151","-0.056293435","-0.044981398","-0.52911","-0.08326462","0.06643042","-0.0050262935","-0.056293435","0.043068603","-0.52911","-0.08326462","0.06643042","-0.0050262935","-0.056293435","-0.015371394","-0.52911","-0.08326462","0.06643042","-0.0050262935","0","6571036981652","0"
"1589397045656","1924","1472","1500","-46.363182","13.677263","3.0885246","-0.008564967","0.025627984","46139","46301","-197.0","-135.0","-0.56061506","1.3532056","0.0","0.0","1.3505204","0.083142884","0.03652903","0.0026845483","0.10460151","-0.056294248","-0.044991173","-0.52911","-0.08253356","0.06643406","-0.004977816","-0.056294248","0.043058828","-0.52911","-0.08253356","0.06643406","-0.004977816","-0.056294248","-0.015381169","-0.52911","-0.08253356","0.06643406","-0.004977816","0","6571036981652","0"
"1589397045672","1899","1445","1500","-46.363182","13.677263","3.0885246","-0.008564967","0.025627984","46139","46301","-197.0","-135.0","-0.56061506","1.3532056","0.0","0.0","1.3505204","0.08151263","0.03652903","0.0026845483","0.10460151","-0.056294248","-0.044991173","-0.52911","-0.08253356","0.06643406","-0.004977816","-0.056294248","0.043058828","-0.52911","-0.08253356","0.06643406","-0.004977816","-0.056294248","-0.015381169","-0.52911","-0.08253356","0.06643406","-0.004977816","0","6571036981652","6579889775125"
"1589397045677","1899","1445","1500","-46.363182","13.677263","3.0885246","-0.008564967","0.025627984","46139","46301","-197.0","-135.0","-0.56061506","1.3532056","0.0","0.0","1.3505204","0.08151263","0.03652903","0.0026845483","0.10460151","-0.056294248","-0.044991173","-0.52911","-0.08253356","0.06643406","-0.004977816","-0.056294248","0.043058828","-0.52911","-0.08253356","0.06643406","-0.004977816","-0.056294248","-0.015381169","-0.52911","-0.08253356","0.06643406","-0.004977816","0","6571036981652","6579889775125"
"1589397045691","1899","1445","1500","-46.363182","13.677263","3.0885246","-0.008564967","0.025627984","46139","46301","-197.0","-135.0","-0.56061506","1.3532056","0.0","0.0","1.3539727","0.08151263","0.03652903","0.0026845483","0.10460151","-0.05629604","-0.045013037","-0.52911","-0.08071349","0.06681474","-0.0020956593","-0.05629604","0.043036964","-0.52911","-0.080818765","0.06660286","-0.0036732226","-0.05629604","-0.015403034","-0.52911","-0.080818765","0.06660286","-0.0036732226","6579923817651","6571036981652","6579889775125"
"1589397045695","1899","1445","1500","-46.363182","13.677263","3.0885246","-0.00770847","0.023065185","46139","46301","-197.0","-135.0","-0.56061506","1.3532056","0.0","0.0","1.3539727","0.08151263","0.03652903","0.0029721784","0.10335511","-0.05629604","-0.045013037","-0.52911","-0.080818765","0.06660286","-0.0036732226","-0.05629604","0.043036964","-0.52911","-0.080818765","0.06660286","-0.0036732226","-0.05629604","-0.015403034","-0.52911","-0.080818765","0.06660286","-0.0036732226","6579923817651","6571036981652","6579889775125"
"1589397045704","1899","1445","1500","-46.363182","13.677263","3.0885246","-0.00770847","0.023065185","46139","46301","-197.0","-135.0","-0.56061506","1.3532056","0.0","0.0","1.3539727","0.08151263","0.03652903","0.0029721784","0.10335511","-0.05629604","-0.045013037","-0.52911","-0.080818765","0.06660286","-0.0036732226","-0.05629604","0.043036964","-0.52911","-0.080818765","0.06660286","-0.0036732226","-0.05629478","-0.015387599","-0.52911","-0.08197303","0.06659859","-0.0037499615","6579923817651","6571036981652","6579922668388"
"1589397045709","1899","1445","1500","-46.363182","13.677263","3.0885246","-0.00770847","0.023065185","46139","46301","-197.0","-135.0","-0.5600397","1.3533014","0.0","0.0","1.3539727","0.08275929","0.03652903","0.0029721784","0.10335511","-0.05629478","-0.044997603","-0.52911","-0.08197303","0.06659859","-0.0037499615","-0.05629478","0.043052398","-0.52911","-0.08197303","0.06659859","-0.0037499615","-0.05629478","-0.015387599","-0.52911","-0.08197303","0.06659859","-0.0037499615","6579923817651","6571036981652","6579922668388"
"1589397045717","1899","1445","1500","-46.363182","13.677263","3.0885246","-0.00770847","0.023065185","46139","46301","-197.0","-135.0","-0.5600397","1.3533014","0.0","0.0","1.3539727","0.08275929","0.03652903","0.0029721784","0.10335511","-0.05629478","-0.044997603","-0.52911","-0.08197303","0.06659859","-0.0037499615","-0.05629478","0.043052398","-0.52911","-0.08197303","0.06659859","-0.0037499615","-0.05629478","-0.015387599","-0.52911","-0.08197303","0.06659859","-0.0037499615","6579923817651","6571036981652","6579922668388"
